,col_name,feature_importance_vals
2416,DDB1,0.0001284114582437413
8115,RPL29,0.00012834678323525413
7024,PLCE1,0.00012821319362151722
1702,CDK4,0.00012805492003473354
9468,TAF9B,0.00012794963137445427
9743,TLN1,0.0001278957187178793
194,ADCY9,0.00012755226607011466
7462,PSMC2,0.00012751913713005846
10576,VAV3,0.00012736005863543527
7470,PSMD12,0.00012684810495259695
7242,PPIP5K2,0.0001268375966202047
4642,ITPK1,0.00012679567333544984
10351,UBA7,0.00012666350510156778
2832,EFNA1,0.00012664515360202044
8911,SMARCD3,0.00012664373377880076
7171,POLR2F,0.00012638782507372944
4028,HADHB,0.00012630713937894072
4954,LAMA4,0.00012595092572235207
6455,NUP62,0.00012593355771479346
3102,EXOSC4,0.00012590325876763367
6454,NUP54,0.00012585900909949888
3805,GNB2,0.00012580578464674265
9779,TMED2,0.00012520112711102298
5699,MME,0.00012513792600062657
108,ACO2,0.00012463332230816185
7366,PRKCE,0.0001245864077394397
10824,YWHAG,0.00012449577716070555
4747,KDM1A,0.00012424764482939457
1818,CHD4,0.00012420100127787082
7032,PLD2,0.00012407223131101722
6470,NXT1,0.00012406818475089773
2404,DCTN4,0.0001239995608093599
2141,CRAT,0.00012378921485203765
10963,ZFYVE9,0.00012377799736826162
4185,HIST1H4C,0.00012345079971308993
4629,ITGB4,0.0001234304907313799
2928,ELN,0.00012328937709972146
10286,TUBA1C,0.00012313705418231044
7459,PSMB6,0.0001230128019974822
7165,POLR1E,0.00012295071487533103
3596,GAB2,0.00012294465101901481
4691,KAT5,0.00012269821181164914
7371,PRKCZ,0.00012246007731802749
2287,CXCL2,0.00012227928960923098
10089,TRAPPC1,0.00012219535470674276
8168,RPS26,0.0001221472750326204
765,ATP2A3,0.00012210971873071955
5965,MYL12A,0.0001218697869667961
4190,HIST1H4L,0.00012185259444882271
2046,COL6A6,0.00012173767896596333
6738,PDE3B,0.00012167841163287763
6452,NUP43,0.00012153262767880664
10768,XPC,0.00012113253484953973
2165,CRK,0.0001211160307600669
8435,SEC63,0.00012088350223552907
9561,TCEB1,0.00012084546039239704
1543,CCNB1,0.00012072413280223442
2901,EIF4G1,0.00012043044739519141
8136,RPL8,0.00012037295427583891
5272,LSM6,0.00012027639685094563
5298,LYN,0.00012019655872151156
7941,RHOQ,0.00012014435144552548
10154,TRMT112,0.00011998823632981762
1386,CAPNS1,0.00011995281657233975
5843,MRPS36,0.00011993121625507159
4403,IFNGR2,0.00011987776311982019
10092,TRAPPC2L,0.00011987193914513647
7458,PSMB5,0.00011962966500942248
4615,ITGA6,0.00011951023840923041
8173,RPS29,0.00011937916380588831
5838,MRPS30,0.00011936203165113022
4175,HIST1H3B,0.00011911945012588358
1961,CLTA,0.00011907008932981766
323,ALDH7A1,0.00011863017823543487
1718,CDKN2A,0.00011840524663459571
3459,FLNA,0.00011831704470065455
10072,TRAF1,0.00011829527812166747
487,APAF1,0.00011826564794301494
283,AKAP1,0.00011805472495325375
4168,HIST1H2BJ,0.00011798864813429715
7454,PSMB10,0.00011793015302758319
7450,PSMA5,0.00011784398924331841
1653,CDC26,0.00011773954669251907
7182,POLR3E,0.00011771238167214575
2647,DOCK10,0.00011769128143004518
5717,MNAT1,0.00011745321222896074
804,ATP6V1H,0.00011738429052347608
7781,RB1,0.00011735543216410896
5379,MAP2K2,0.0001172428138208768
8165,RPS23,0.00011622925193688179
5691,MLST8,0.00011617499621890532
8186,RPS6KB2,0.00011583740107950619
4755,KDM4C,0.00011581403835477361
8439,SEH1L,0.00011571658483962192
7216,PPARA,0.00011564640278370812
